species_id,canonical_scientific,primary_common,n_prompts,prompts
1356615,Anchusa calcarea,,3,"[""a photo of Anchusa calcarea"", ""a close-up photo of Anchusa calcarea"", ""a wild plant of species Anchusa calcarea""]"
1392507,Genista aetnensis,Mount etna broom,3,"[""a photo of Genista aetnensis"", ""a close-up photo of Genista aetnensis"", ""a wild plant of species Genista aetnensis""]"
1386773,Fimbristylis dichotoma,Forked fimbry,3,"[""a photo of Fimbristylis dichotoma"", ""a close-up photo of Fimbristylis dichotoma"", ""a wild plant of species Fimbristylis dichotoma""]"
1390658,Campanula cervicaria,Bristly bellflower,3,"[""a photo of Campanula cervicaria"", ""a close-up photo of Campanula cervicaria"", ""a wild plant of species Campanula cervicaria""]"
1363149,Citrullus colocynthis,Colocynth,3,"[""a photo of Citrullus colocynthis"", ""a close-up photo of Citrullus colocynthis"", ""a wild plant of species Citrullus colocynthis""]"
1737577,Erythranthe guttata,Common monkey-flower,3,"[""a photo of Erythranthe guttata"", ""a close-up photo of Erythranthe guttata"", ""a wild plant of species Erythranthe guttata""]"
1361125,Aegilops ventricosa,Belly-shaped hard grass,3,"[""a photo of Aegilops ventricosa"", ""a close-up photo of Aegilops ventricosa"", ""a wild plant of species Aegilops ventricosa""]"
1361959,Oenothera villosa,Hairy evening primrose,3,"[""a photo of Oenothera villosa"", ""a close-up photo of Oenothera villosa"", ""a wild plant of species Oenothera villosa""]"
1391810,Dryopteris expansa,Alpine buckler fern,3,"[""a photo of Dryopteris expansa"", ""a close-up photo of Dryopteris expansa"", ""a wild plant of species Dryopteris expansa""]"
1390672,Campanula precatoria,,3,"[""a photo of Campanula precatoria"", ""a close-up photo of Campanula precatoria"", ""a wild plant of species Campanula precatoria""]"
1389542,Brimeura amethystina,,3,"[""a photo of Brimeura amethystina"", ""a close-up photo of Brimeura amethystina"", ""a wild plant of species Brimeura amethystina""]"
1397450,Orthilia secunda,One-sided orthilia,3,"[""a photo of Orthilia secunda"", ""a close-up photo of Orthilia secunda"", ""a wild plant of species Orthilia secunda""]"
1393548,Limonium bonifaciense,,3,"[""a photo of Limonium bonifaciense"", ""a close-up photo of Limonium bonifaciense"", ""a wild plant of species Limonium bonifaciense""]"
1741816,Cephalaria transsylvanica,,3,"[""a photo of Cephalaria transsylvanica"", ""a close-up photo of Cephalaria transsylvanica"", ""a wild plant of species Cephalaria transsylvanica""]"
1391419,Cotoneaster simonsii,Himalayan cotoneaster,3,"[""a photo of Cotoneaster simonsii"", ""a close-up photo of Cotoneaster simonsii"", ""a wild plant of species Cotoneaster simonsii""]"
1458390,Peucedanum oreoselinum,Mountain-parsley,3,"[""a photo of Peucedanum oreoselinum"", ""a close-up photo of Peucedanum oreoselinum"", ""a wild plant of species Peucedanum oreoselinum""]"
1360168,Delphinium gracile,,3,"[""a photo of Delphinium gracile"", ""a close-up photo of Delphinium gracile"", ""a wild plant of species Delphinium gracile""]"
1363933,Ehrharta erecta,Panic veldtgrass,3,"[""a photo of Ehrharta erecta"", ""a close-up photo of Ehrharta erecta"", ""a wild plant of species Ehrharta erecta""]"
1380655,Clematis orientalis,Chinese clematis,3,"[""a photo of Clematis orientalis"", ""a close-up photo of Clematis orientalis"", ""a wild plant of species Clematis orientalis""]"
1356296,Najas marina,Holly-leaved naiad,3,"[""a photo of Najas marina"", ""a close-up photo of Najas marina"", ""a wild plant of species Najas marina""]"
1360731,Ferula tingitana,,3,"[""a photo of Ferula tingitana"", ""a close-up photo of Ferula tingitana"", ""a wild plant of species Ferula tingitana""]"
1359222,Genista triacanthos,,3,"[""a photo of Genista triacanthos"", ""a close-up photo of Genista triacanthos"", ""a wild plant of species Genista triacanthos""]"
1361281,Festuca ovina,Ovina,3,"[""a photo of Festuca ovina"", ""a close-up photo of Festuca ovina"", ""a wild plant of species Festuca ovina""]"
1392441,Galium aristatum,Awned bedstraw,3,"[""a photo of Galium aristatum"", ""a close-up photo of Galium aristatum"", ""a wild plant of species Galium aristatum""]"
1392778,Hippuris vulgaris,Common mare's tail,3,"[""a photo of Hippuris vulgaris"", ""a close-up photo of Hippuris vulgaris"", ""a wild plant of species Hippuris vulgaris""]"
1392566,Gentiana utriculosa,,3,"[""a photo of Gentiana utriculosa"", ""a close-up photo of Gentiana utriculosa"", ""a wild plant of species Gentiana utriculosa""]"
1359883,Kickxia commutata,,3,"[""a photo of Kickxia commutata"", ""a close-up photo of Kickxia commutata"", ""a wild plant of species Kickxia commutata""]"
1388767,Bowlesia incana,Hairy bowlesia,3,"[""a photo of Bowlesia incana"", ""a close-up photo of Bowlesia incana"", ""a wild plant of species Bowlesia incana""]"
1362684,Hieracium cerinthoides,,3,"[""a photo of Hieracium cerinthoides"", ""a close-up photo of Hieracium cerinthoides"", ""a wild plant of species Hieracium cerinthoides""]"
1396355,Armeria girardii,,3,"[""a photo of Armeria girardii"", ""a close-up photo of Armeria girardii"", ""a wild plant of species Armeria girardii""]"
1357080,Stellaria alsine,Bog chickweed,3,"[""a photo of Stellaria alsine"", ""a close-up photo of Stellaria alsine"", ""a wild plant of species Stellaria alsine""]"
1578171,Genista tridentata,,3,"[""a photo of Genista tridentata"", ""a close-up photo of Genista tridentata"", ""a wild plant of species Genista tridentata""]"
1359266,Lathyrus angulatus,Angled pea,3,"[""a photo of Lathyrus angulatus"", ""a close-up photo of Lathyrus angulatus"", ""a wild plant of species Lathyrus angulatus""]"
1393665,Luzula congesta,Heath woodrush,3,"[""a photo of Luzula congesta"", ""a close-up photo of Luzula congesta"", ""a wild plant of species Luzula congesta""]"
1394540,Phyteuma globulariifolium,,3,"[""a photo of Phyteuma globulariifolium"", ""a close-up photo of Phyteuma globulariifolium"", ""a wild plant of species Phyteuma globulariifolium""]"
1391878,Epilobium alsinifolium,Chickweed willowherb,3,"[""a photo of Epilobium alsinifolium"", ""a close-up photo of Epilobium alsinifolium"", ""a wild plant of species Epilobium alsinifolium""]"
1391313,Cochlearia pyrenaica,Alpine scurvy-grass,3,"[""a photo of Cochlearia pyrenaica"", ""a close-up photo of Cochlearia pyrenaica"", ""a wild plant of species Cochlearia pyrenaica""]"
1400129,Betula celtiberica,,3,"[""a photo of Betula celtiberica"", ""a close-up photo of Betula celtiberica"", ""a wild plant of species Betula celtiberica""]"
1389978,Oxybasis rubra,Alkali-blite,3,"[""a photo of Oxybasis rubra"", ""a close-up photo of Oxybasis rubra"", ""a wild plant of species Oxybasis rubra""]"
1393710,Lythrum portula,European water purslane,3,"[""a photo of Lythrum portula"", ""a close-up photo of Lythrum portula"", ""a wild plant of species Lythrum portula""]"
1390811,Carex ericetorum,Breckland spring sedge,3,"[""a photo of Carex ericetorum"", ""a close-up photo of Carex ericetorum"", ""a wild plant of species Carex ericetorum""]"
1395778,Salix daphnoides,European violet-willow,3,"[""a photo of Salix daphnoides"", ""a close-up photo of Salix daphnoides"", ""a wild plant of species Salix daphnoides""]"
1392488,Galium saxosum,,3,"[""a photo of Galium saxosum"", ""a close-up photo of Galium saxosum"", ""a wild plant of species Galium saxosum""]"
1361245,Eleusine indica,Crabgrass,3,"[""a photo of Eleusine indica"", ""a close-up photo of Eleusine indica"", ""a wild plant of species Eleusine indica""]"
1392004,Alchemilla alpigena,,3,"[""a photo of Alchemilla alpigena"", ""a close-up photo of Alchemilla alpigena"", ""a wild plant of species Alchemilla alpigena""]"
1393643,Amaranthus polygonoides,Tropical amaranth,3,"[""a photo of Amaranthus polygonoides"", ""a close-up photo of Amaranthus polygonoides"", ""a wild plant of species Amaranthus polygonoides""]"
1360993,Biarum tenuifolium,,3,"[""a photo of Biarum tenuifolium"", ""a close-up photo of Biarum tenuifolium"", ""a wild plant of species Biarum tenuifolium""]"
1392023,Erica erigena,Irish heath,3,"[""a photo of Erica erigena"", ""a close-up photo of Erica erigena"", ""a wild plant of species Erica erigena""]"
1742019,Pilosella guthnikiana,,3,"[""a photo of Pilosella guthnikiana"", ""a close-up photo of Pilosella guthnikiana"", ""a wild plant of species Pilosella guthnikiana""]"
1391876,Epilobium alpestre,,3,"[""a photo of Epilobium alpestre"", ""a close-up photo of Epilobium alpestre"", ""a wild plant of species Epilobium alpestre""]"
1363421,Digitaria ciliaris,Common crabgrass,3,"[""a photo of Digitaria ciliaris"", ""a close-up photo of Digitaria ciliaris"", ""a wild plant of species Digitaria ciliaris""]"
1392153,Euphorbia corsica,,3,"[""a photo of Euphorbia corsica"", ""a close-up photo of Euphorbia corsica"", ""a wild plant of species Euphorbia corsica""]"
1359952,Plantago crassifolia,,3,"[""a photo of Plantago crassifolia"", ""a close-up photo of Plantago crassifolia"", ""a wild plant of species Plantago crassifolia""]"
1392730,Helicodiceros muscivorus,Snakeroot,3,"[""a photo of Helicodiceros muscivorus"", ""a close-up photo of Helicodiceros muscivorus"", ""a wild plant of species Helicodiceros muscivorus""]"
1394640,Plantago sempervirens,Shrubby plantain,3,"[""a photo of Plantago sempervirens"", ""a close-up photo of Plantago sempervirens"", ""a wild plant of species Plantago sempervirens""]"
1394944,Anthyllis hermanniae,,3,"[""a photo of Anthyllis hermanniae"", ""a close-up photo of Anthyllis hermanniae"", ""a wild plant of species Anthyllis hermanniae""]"
1373165,Sibthorpia europaea,Cornish moneywort,3,"[""a photo of Sibthorpia europaea"", ""a close-up photo of Sibthorpia europaea"", ""a wild plant of species Sibthorpia europaea""]"
1360147,Adonis aestivalis,Summer pheasant's-eye,3,"[""a photo of Adonis aestivalis"", ""a close-up photo of Adonis aestivalis"", ""a wild plant of species Adonis aestivalis""]"
1363053,Helictochloa bromoides,,3,"[""a photo of Helictochloa bromoides"", ""a close-up photo of Helictochloa bromoides"", ""a wild plant of species Helictochloa bromoides""]"
1396739,Thalictrum macrocarpum,,3,"[""a photo of Thalictrum macrocarpum"", ""a close-up photo of Thalictrum macrocarpum"", ""a wild plant of species Thalictrum macrocarpum""]"
1390837,Carex humilis,Dwarf sedge,3,"[""a photo of Carex humilis"", ""a close-up photo of Carex humilis"", ""a wild plant of species Carex humilis""]"
1363014,Orchis pauciflora,Few-flowered orchid,3,"[""a photo of Orchis pauciflora"", ""a close-up photo of Orchis pauciflora"", ""a wild plant of species Orchis pauciflora""]"
1397593,Saxifraga cernua,Drooping saxifrage,3,"[""a photo of Saxifraga cernua"", ""a close-up photo of Saxifraga cernua"", ""a wild plant of species Saxifraga cernua""]"
1458331,Peucedanum alsaticum,,3,"[""a photo of Peucedanum alsaticum"", ""a close-up photo of Peucedanum alsaticum"", ""a wild plant of species Peucedanum alsaticum""]"
1544889,Euphorbia canuti,,3,"[""a photo of Euphorbia canuti"", ""a close-up photo of Euphorbia canuti"", ""a wild plant of species Euphorbia canuti""]"
1400121,Berberis aetnensis,,3,"[""a photo of Berberis aetnensis"", ""a close-up photo of Berberis aetnensis"", ""a wild plant of species Berberis aetnensis""]"
1391775,Draba nemorosa,,3,"[""a photo of Draba nemorosa"", ""a close-up photo of Draba nemorosa"", ""a wild plant of species Draba nemorosa""]"
1400147,Bifora radians,Wild bishop,3,"[""a photo of Bifora radians"", ""a close-up photo of Bifora radians"", ""a wild plant of species Bifora radians""]"
1398253,Astragalus australis,Indian milkvetch,3,"[""a photo of Astragalus australis"", ""a close-up photo of Astragalus australis"", ""a wild plant of species Astragalus australis""]"
1396085,Schoenoplectus pungens,Chairmaker's-rush,3,"[""a photo of Schoenoplectus pungens"", ""a close-up photo of Schoenoplectus pungens"", ""a wild plant of species Schoenoplectus pungens""]"
1390933,Carex vulpina,,3,"[""a photo of Carex vulpina"", ""a close-up photo of Carex vulpina"", ""a wild plant of species Carex vulpina""]"
1359944,Plantago afra,African plantain,3,"[""a photo of Plantago afra"", ""a close-up photo of Plantago afra"", ""a wild plant of species Plantago afra""]"
1357182,Achillea ageratum,Sweet yarrow,3,"[""a photo of Achillea ageratum"", ""a close-up photo of Achillea ageratum"", ""a wild plant of species Achillea ageratum""]"
1628796,Ophrys brigittae,,3,"[""a photo of Ophrys brigittae"", ""a close-up photo of Ophrys brigittae"", ""a wild plant of species Ophrys brigittae""]"
1738847,Cotoneaster hjelmqvistii,Hjelmqvist's cotoneaster,3,"[""a photo of Cotoneaster hjelmqvistii"", ""a close-up photo of Cotoneaster hjelmqvistii"", ""a wild plant of species Cotoneaster hjelmqvistii""]"
1400029,Polygala microphylla,,3,"[""a photo of Polygala microphylla"", ""a close-up photo of Polygala microphylla"", ""a wild plant of species Polygala microphylla""]"
1399151,Atriplex micrantha,Russian atriplex,3,"[""a photo of Atriplex micrantha"", ""a close-up photo of Atriplex micrantha"", ""a wild plant of species Atriplex micrantha""]"
1391975,Epipogium aphyllum,Ghost orchid,3,"[""a photo of Epipogium aphyllum"", ""a close-up photo of Epipogium aphyllum"", ""a wild plant of species Epipogium aphyllum""]"
1396375,Sparganium natans,Least bur-reed,3,"[""a photo of Sparganium natans"", ""a close-up photo of Sparganium natans"", ""a wild plant of species Sparganium natans""]"
1392523,Genista radiata,Southern greenweed,3,"[""a photo of Genista radiata"", ""a close-up photo of Genista radiata"", ""a wild plant of species Genista radiata""]"
1399360,Polygala flavescens,,3,"[""a photo of Polygala flavescens"", ""a close-up photo of Polygala flavescens"", ""a wild plant of species Polygala flavescens""]"
1425629,Spergularia bocconei,Boccone's sandspurry,3,"[""a photo of Spergularia bocconei"", ""a close-up photo of Spergularia bocconei"", ""a wild plant of species Spergularia bocconei""]"
1389017,Galium crespianum,,3,"[""a photo of Galium crespianum"", ""a close-up photo of Galium crespianum"", ""a wild plant of species Galium crespianum""]"
1398569,Saxifraga spathularis,St patrick's-cabbage,3,"[""a photo of Saxifraga spathularis"", ""a close-up photo of Saxifraga spathularis"", ""a wild plant of species Saxifraga spathularis""]"
1361071,Carex olbiensis,,3,"[""a photo of Carex olbiensis"", ""a close-up photo of Carex olbiensis"", ""a wild plant of species Carex olbiensis""]"
1393742,Ambrosia tenuifolia,Lacy ambrosia,3,"[""a photo of Ambrosia tenuifolia"", ""a close-up photo of Ambrosia tenuifolia"", ""a wild plant of species Ambrosia tenuifolia""]"
1742788,Pentanema helveticum,,3,"[""a photo of Pentanema helveticum"", ""a close-up photo of Pentanema helveticum"", ""a wild plant of species Pentanema helveticum""]"
1389265,Symphyotrichum lateriflorum,Calico aster,3,"[""a photo of Symphyotrichum lateriflorum"", ""a close-up photo of Symphyotrichum lateriflorum"", ""a wild plant of species Symphyotrichum lateriflorum""]"
1395458,Rubus divaricatus,,3,"[""a photo of Rubus divaricatus"", ""a close-up photo of Rubus divaricatus"", ""a wild plant of species Rubus divaricatus""]"
1361617,Gagea granatellii,Granatelli’s gagea,3,"[""a photo of Gagea granatellii"", ""a close-up photo of Gagea granatellii"", ""a wild plant of species Gagea granatellii""]"
1394813,Potamogeton praelongus,Long-stalked pondweed,3,"[""a photo of Potamogeton praelongus"", ""a close-up photo of Potamogeton praelongus"", ""a wild plant of species Potamogeton praelongus""]"
1360910,Allium chamaemoly,,3,"[""a photo of Allium chamaemoly"", ""a close-up photo of Allium chamaemoly"", ""a wild plant of species Allium chamaemoly""]"
1722625,Arthrocaulon macrostachyum,,3,"[""a photo of Arthrocaulon macrostachyum"", ""a close-up photo of Arthrocaulon macrostachyum"", ""a wild plant of species Arthrocaulon macrostachyum""]"
1393640,Amaranthus palmeri,Dioecious amaranth,3,"[""a photo of Amaranthus palmeri"", ""a close-up photo of Amaranthus palmeri"", ""a wild plant of species Amaranthus palmeri""]"
1479531,Biscutella glacialis,,3,"[""a photo of Biscutella glacialis"", ""a close-up photo of Biscutella glacialis"", ""a wild plant of species Biscutella glacialis""]"
1361062,Carex laevigata,Smooth-stalked sedge,3,"[""a photo of Carex laevigata"", ""a close-up photo of Carex laevigata"", ""a wild plant of species Carex laevigata""]"
1394036,Anchusa ochroleuca,Yellow alkanet,3,"[""a photo of Anchusa ochroleuca"", ""a close-up photo of Anchusa ochroleuca"", ""a wild plant of species Anchusa ochroleuca""]"
1391664,Delphinium montanum,,3,"[""a photo of Delphinium montanum"", ""a close-up photo of Delphinium montanum"", ""a wild plant of species Delphinium montanum""]"
1394531,Physalis ixocarpa,Mexican ground-cherry,3,"[""a photo of Physalis ixocarpa"", ""a close-up photo of Physalis ixocarpa"", ""a wild plant of species Physalis ixocarpa""]"
1361376,Poa nemoralis,Eurasian woodland bluegrass,3,"[""a photo of Poa nemoralis"", ""a close-up photo of Poa nemoralis"", ""a wild plant of species Poa nemoralis""]"
1390866,Carex microglochin,Bristle sedge,3,"[""a photo of Carex microglochin"", ""a close-up photo of Carex microglochin"", ""a wild plant of species Carex microglochin""]"
1392715,Helianthemum oelandicum,Hoary rock-rose,3,"[""a photo of Helianthemum oelandicum"", ""a close-up photo of Helianthemum oelandicum"", ""a wild plant of species Helianthemum oelandicum""]"
1360020,Limonium brassicifolium,,3,"[""a photo of Limonium brassicifolium"", ""a close-up photo of Limonium brassicifolium"", ""a wild plant of species Limonium brassicifolium""]"
1356515,Halogeton sativus,Barilla,3,"[""a photo of Halogeton sativus"", ""a close-up photo of Halogeton sativus"", ""a wild plant of species Halogeton sativus""]"
1397493,Seseli longifolium,,3,"[""a photo of Seseli longifolium"", ""a close-up photo of Seseli longifolium"", ""a wild plant of species Seseli longifolium""]"
1358740,Cleonia lusitanica,,3,"[""a photo of Cleonia lusitanica"", ""a close-up photo of Cleonia lusitanica"", ""a wild plant of species Cleonia lusitanica""]"
1398640,Athyrium distentifolium,Alpine lady-fern,3,"[""a photo of Athyrium distentifolium"", ""a close-up photo of Athyrium distentifolium"", ""a wild plant of species Athyrium distentifolium""]"
1743762,Centaurea semidecurrens,,3,"[""a photo of Centaurea semidecurrens"", ""a close-up photo of Centaurea semidecurrens"", ""a wild plant of species Centaurea semidecurrens""]"
1395135,Ranunculus velutinus,,3,"[""a photo of Ranunculus velutinus"", ""a close-up photo of Ranunculus velutinus"", ""a wild plant of species Ranunculus velutinus""]"
1359336,Medicago disciformis,,3,"[""a photo of Medicago disciformis"", ""a close-up photo of Medicago disciformis"", ""a wild plant of species Medicago disciformis""]"
1493208,Moehringia intermedia,,3,"[""a photo of Moehringia intermedia"", ""a close-up photo of Moehringia intermedia"", ""a wild plant of species Moehringia intermedia""]"
1391881,Epilobium anagallidifolium,Alpine willowherb,3,"[""a photo of Epilobium anagallidifolium"", ""a close-up photo of Epilobium anagallidifolium"", ""a wild plant of species Epilobium anagallidifolium""]"
1389219,Brassica elongata,Elongated mustard,3,"[""a photo of Brassica elongata"", ""a close-up photo of Brassica elongata"", ""a wild plant of species Brassica elongata""]"
1393546,Limonium articulatum,,3,"[""a photo of Limonium articulatum"", ""a close-up photo of Limonium articulatum"", ""a wild plant of species Limonium articulatum""]"
1359334,Medicago coronata,,3,"[""a photo of Medicago coronata"", ""a close-up photo of Medicago coronata"", ""a wild plant of species Medicago coronata""]"
1400096,Barbarea rupicola,,3,"[""a photo of Barbarea rupicola"", ""a close-up photo of Barbarea rupicola"", ""a wild plant of species Barbarea rupicola""]"
1357045,Silene secundiflora,,3,"[""a photo of Silene secundiflora"", ""a close-up photo of Silene secundiflora"", ""a wild plant of species Silene secundiflora""]"
1398783,Satureja intricata,,3,"[""a photo of Satureja intricata"", ""a close-up photo of Satureja intricata"", ""a wild plant of species Satureja intricata""]"
1358212,Cardamine graeca,,3,"[""a photo of Cardamine graeca"", ""a close-up photo of Cardamine graeca"", ""a wild plant of species Cardamine graeca""]"
1456535,Angelica heterocarpa,,3,"[""a photo of Angelica heterocarpa"", ""a close-up photo of Angelica heterocarpa"", ""a wild plant of species Angelica heterocarpa""]"
1392735,Helictotrichon sempervirens,Blue oat-grass,3,"[""a photo of Helictotrichon sempervirens"", ""a close-up photo of Helictotrichon sempervirens"", ""a wild plant of species Helictotrichon sempervirens""]"
1389424,Linaria aeruginea,Roadside toadflax,3,"[""a photo of Linaria aeruginea"", ""a close-up photo of Linaria aeruginea"", ""a wild plant of species Linaria aeruginea""]"
1393403,Koeleria macrantha,Crested hair grass,3,"[""a photo of Koeleria macrantha"", ""a close-up photo of Koeleria macrantha"", ""a wild plant of species Koeleria macrantha""]"
1563707,Sideritis chamaedryfolia,,3,"[""a photo of Sideritis chamaedryfolia"", ""a close-up photo of Sideritis chamaedryfolia"", ""a wild plant of species Sideritis chamaedryfolia""]"
1358182,Biscutella auriculata,,3,"[""a photo of Biscutella auriculata"", ""a close-up photo of Biscutella auriculata"", ""a wild plant of species Biscutella auriculata""]"
1390821,Carex frigida,,3,"[""a photo of Carex frigida"", ""a close-up photo of Carex frigida"", ""a wild plant of species Carex frigida""]"
1636907,Orobanche purpurea,Yarrow broomrape,3,"[""a photo of Orobanche purpurea"", ""a close-up photo of Orobanche purpurea"", ""a wild plant of species Orobanche purpurea""]"
1418200,Cylindropuntia fulgida,Jumping cholla,3,"[""a photo of Cylindropuntia fulgida"", ""a close-up photo of Cylindropuntia fulgida"", ""a wild plant of species Cylindropuntia fulgida""]"
1423209,Gamochaeta americana,American everlasting,3,"[""a photo of Gamochaeta americana"", ""a close-up photo of Gamochaeta americana"", ""a wild plant of species Gamochaeta americana""]"
1396253,Sibbaldia procumbens,Creeping sibbaldia,3,"[""a photo of Sibbaldia procumbens"", ""a close-up photo of Sibbaldia procumbens"", ""a wild plant of species Sibbaldia procumbens""]"
1389216,Orobanche latisquama,,3,"[""a photo of Orobanche latisquama"", ""a close-up photo of Orobanche latisquama"", ""a wild plant of species Orobanche latisquama""]"
1472008,Drimia numidica,,3,"[""a photo of Drimia numidica"", ""a close-up photo of Drimia numidica"", ""a wild plant of species Drimia numidica""]"
1356147,Lycium europaeum,European matrimony-vine,3,"[""a photo of Lycium europaeum"", ""a close-up photo of Lycium europaeum"", ""a wild plant of species Lycium europaeum""]"
1360378,Crucianella angustifolia,Narrowleaf crucianella,3,"[""a photo of Crucianella angustifolia"", ""a close-up photo of Crucianella angustifolia"", ""a wild plant of species Crucianella angustifolia""]"
1356318,Convolvulus siculus,Small blue-convolvulus,3,"[""a photo of Convolvulus siculus"", ""a close-up photo of Convolvulus siculus"", ""a wild plant of species Convolvulus siculus""]"
1360652,Bupleurum rigidum,,3,"[""a photo of Bupleurum rigidum"", ""a close-up photo of Bupleurum rigidum"", ""a wild plant of species Bupleurum rigidum""]"
1722403,Clinopodium menthifolium,,3,"[""a photo of Clinopodium menthifolium"", ""a close-up photo of Clinopodium menthifolium"", ""a wild plant of species Clinopodium menthifolium""]"
1360133,Rumex palustris,Marsh dock,3,"[""a photo of Rumex palustris"", ""a close-up photo of Rumex palustris"", ""a wild plant of species Rumex palustris""]"
1389346,Arabidopsis halleri,,3,"[""a photo of Arabidopsis halleri"", ""a close-up photo of Arabidopsis halleri"", ""a wild plant of species Arabidopsis halleri""]"
1479511,Barbarea stricta,Small-flowered winter-cress,3,"[""a photo of Barbarea stricta"", ""a close-up photo of Barbarea stricta"", ""a wild plant of species Barbarea stricta""]"
1362258,Armeria gaditana,,3,"[""a photo of Armeria gaditana"", ""a close-up photo of Armeria gaditana"", ""a wild plant of species Armeria gaditana""]"
1397111,Vicia serratifolia,,3,"[""a photo of Vicia serratifolia"", ""a close-up photo of Vicia serratifolia"", ""a wild plant of species Vicia serratifolia""]"
1356204,Forsskaolea tenacissima,,3,"[""a photo of Forsskaolea tenacissima"", ""a close-up photo of Forsskaolea tenacissima"", ""a wild plant of species Forsskaolea tenacissima""]"
1389398,Agave fourcroydes,Mexican sisal,3,"[""a photo of Agave fourcroydes"", ""a close-up photo of Agave fourcroydes"", ""a wild plant of species Agave fourcroydes""]"
1744360,Valeriana macrosiphon,,3,"[""a photo of Valeriana macrosiphon"", ""a close-up photo of Valeriana macrosiphon"", ""a wild plant of species Valeriana macrosiphon""]"
1356424,Ophioglossum lusitanicum,Least adder's-tongue,3,"[""a photo of Ophioglossum lusitanicum"", ""a close-up photo of Ophioglossum lusitanicum"", ""a wild plant of species Ophioglossum lusitanicum""]"
1392537,Gentiana angustifolia,,3,"[""a photo of Gentiana angustifolia"", ""a close-up photo of Gentiana angustifolia"", ""a wild plant of species Gentiana angustifolia""]"
1364047,Salix pedicellata,,3,"[""a photo of Salix pedicellata"", ""a close-up photo of Salix pedicellata"", ""a wild plant of species Salix pedicellata""]"
1389598,Bupleurum subovatum,False thorow-wax,3,"[""a photo of Bupleurum subovatum"", ""a close-up photo of Bupleurum subovatum"", ""a wild plant of species Bupleurum subovatum""]"
1391363,Corydalis intermedia,,3,"[""a photo of Corydalis intermedia"", ""a close-up photo of Corydalis intermedia"", ""a wild plant of species Corydalis intermedia""]"
1390927,Carex umbrosa,,3,"[""a photo of Carex umbrosa"", ""a close-up photo of Carex umbrosa"", ""a wild plant of species Carex umbrosa""]"
1737530,Delphinium hispanicum,,3,"[""a photo of Delphinium hispanicum"", ""a close-up photo of Delphinium hispanicum"", ""a wild plant of species Delphinium hispanicum""]"
1458783,Seseli peucedanoides,,3,"[""a photo of Seseli peucedanoides"", ""a close-up photo of Seseli peucedanoides"", ""a wild plant of species Seseli peucedanoides""]"
1450656,Amaranthus powellii,Green amaranth,3,"[""a photo of Amaranthus powellii"", ""a close-up photo of Amaranthus powellii"", ""a wild plant of species Amaranthus powellii""]"
1357170,Helianthemum violaceum,,3,"[""a photo of Helianthemum violaceum"", ""a close-up photo of Helianthemum violaceum"", ""a wild plant of species Helianthemum violaceum""]"
1362472,Neslia paniculata,Ball mustard,3,"[""a photo of Neslia paniculata"", ""a close-up photo of Neslia paniculata"", ""a wild plant of species Neslia paniculata""]"
1647299,Limonium hibericum,,3,"[""a photo of Limonium hibericum"", ""a close-up photo of Limonium hibericum"", ""a wild plant of species Limonium hibericum""]"
1391755,Doronicum clusii,,3,"[""a photo of Doronicum clusii"", ""a close-up photo of Doronicum clusii"", ""a wild plant of species Doronicum clusii""]"
1722518,Valeriana discoidea,,3,"[""a photo of Valeriana discoidea"", ""a close-up photo of Valeriana discoidea"", ""a wild plant of species Valeriana discoidea""]"
1518931,Santolina benthamiana,,3,"[""a photo of Santolina benthamiana"", ""a close-up photo of Santolina benthamiana"", ""a wild plant of species Santolina benthamiana""]"
1356858,Dianthus tripunctatus,Three-spotted pink,3,"[""a photo of Dianthus tripunctatus"", ""a close-up photo of Dianthus tripunctatus"", ""a wild plant of species Dianthus tripunctatus""]"
1741838,Eritrichium nanum,King-of-the-alps,3,"[""a photo of Eritrichium nanum"", ""a close-up photo of Eritrichium nanum"", ""a wild plant of species Eritrichium nanum""]"
1398424,Astragalus vesicarius,,3,"[""a photo of Astragalus vesicarius"", ""a close-up photo of Astragalus vesicarius"", ""a wild plant of species Astragalus vesicarius""]"
1357220,Anthemis cretica,Mountain dog-daisy,3,"[""a photo of Anthemis cretica"", ""a close-up photo of Anthemis cretica"", ""a wild plant of species Anthemis cretica""]"
1389364,Euphorbia illirica,Hairy spurge,3,"[""a photo of Euphorbia illirica"", ""a close-up photo of Euphorbia illirica"", ""a wild plant of species Euphorbia illirica""]"
1393480,Leontodon hirtus,,3,"[""a photo of Leontodon hirtus"", ""a close-up photo of Leontodon hirtus"", ""a wild plant of species Leontodon hirtus""]"
1358250,Diplotaxis catholica,,3,"[""a photo of Diplotaxis catholica"", ""a close-up photo of Diplotaxis catholica"", ""a wild plant of species Diplotaxis catholica""]"
1360400,Galium murale,Small goosegrass,3,"[""a photo of Galium murale"", ""a close-up photo of Galium murale"", ""a wild plant of species Galium murale""]"
1391887,Epilobium brachycarpum,Panicle willowherb,3,"[""a photo of Epilobium brachycarpum"", ""a close-up photo of Epilobium brachycarpum"", ""a wild plant of species Epilobium brachycarpum""]"
1393092,Hieracium prenanthoides,Braemar hawkweed,3,"[""a photo of Hieracium prenanthoides"", ""a close-up photo of Hieracium prenanthoides"", ""a wild plant of species Hieracium prenanthoides""]"
