species_id,canonical_scientific,primary_common,n_prompts,prompts
1358207,Camelina sativa,Big-seed false flax,19,"[""a photo of Camelina sativa"", ""a close-up photo of Camelina sativa"", ""a wild plant of species Camelina sativa"", ""a photo of Big-seed false flax"", ""a close-up photo of Big-seed false flax"", ""a wild plant called Big-seed false flax"", ""a photo of Dutch flax"", ""a close-up photo of Dutch flax"", ""a wild plant called Dutch flax"", ""a photo of False flax"", ""a close-up photo of False flax"", ""a wild plant called False flax"", ""a photo of German-sesame"", ""a close-up photo of German-sesame"", ""a wild plant called German-sesame"", ""a photo of Camelina sativa (Big-seed false flax)"", ""a close-up photo of Camelina sativa (Big-seed false flax)"", ""a photo of Camelina sativa, a plant in the family Brassicaceae"", ""a close-up photo of Camelina sativa, a plant in the family Brassicaceae""]"
1360902,Alisma lanceolatum,Lanceleaf water plantain,10,"[""a photo of Alisma lanceolatum"", ""a close-up photo of Alisma lanceolatum"", ""a wild plant of species Alisma lanceolatum"", ""a photo of Lanceleaf water plantain"", ""a close-up photo of Lanceleaf water plantain"", ""a wild plant called Lanceleaf water plantain"", ""a photo of Alisma lanceolatum (Lanceleaf water plantain)"", ""a close-up photo of Alisma lanceolatum (Lanceleaf water plantain)"", ""a photo of Alisma lanceolatum, a plant in the family Alismataceae"", ""a close-up photo of Alisma lanceolatum, a plant in the family Alismataceae""]"
1364048,Osyris lanceolata,,5,"[""a photo of Osyris lanceolata"", ""a close-up photo of Osyris lanceolata"", ""a wild plant of species Osyris lanceolata"", ""a photo of Osyris lanceolata, a plant in the family Santalaceae"", ""a close-up photo of Osyris lanceolata, a plant in the family Santalaceae""]"
1393646,Lotus maritimus,Dragon's-teeth,10,"[""a photo of Lotus maritimus"", ""a close-up photo of Lotus maritimus"", ""a wild plant of species Lotus maritimus"", ""a photo of Dragon's-teeth"", ""a close-up photo of Dragon's-teeth"", ""a wild plant called Dragon's-teeth"", ""a photo of Lotus maritimus (Dragon's-teeth)"", ""a close-up photo of Lotus maritimus (Dragon's-teeth)"", ""a photo of Lotus maritimus, a plant in the family Fabaceae"", ""a close-up photo of Lotus maritimus, a plant in the family Fabaceae""]"
1722485,Orobanche nana,,5,"[""a photo of Orobanche nana"", ""a close-up photo of Orobanche nana"", ""a wild plant of species Orobanche nana"", ""a photo of Orobanche nana, a plant in the family Orobanchaceae"", ""a close-up photo of Orobanche nana, a plant in the family Orobanchaceae""]"
1394272,Androsace alpina,,5,"[""a photo of Androsace alpina"", ""a close-up photo of Androsace alpina"", ""a wild plant of species Androsace alpina"", ""a photo of Androsace alpina, a plant in the family Primulaceae"", ""a close-up photo of Androsace alpina, a plant in the family Primulaceae""]"
1394280,Orchis pallens,Pale-flowered orchid,10,"[""a photo of Orchis pallens"", ""a close-up photo of Orchis pallens"", ""a wild plant of species Orchis pallens"", ""a photo of Pale-flowered orchid"", ""a close-up photo of Pale-flowered orchid"", ""a wild plant called Pale-flowered orchid"", ""a photo of Orchis pallens (Pale-flowered orchid)"", ""a close-up photo of Orchis pallens (Pale-flowered orchid)"", ""a photo of Orchis pallens, a plant in the family Orchidaceae"", ""a close-up photo of Orchis pallens, a plant in the family Orchidaceae""]"
1391457,Crepis paludosa,Marsh hawk's-beard,10,"[""a photo of Crepis paludosa"", ""a close-up photo of Crepis paludosa"", ""a wild plant of species Crepis paludosa"", ""a photo of Marsh hawk's-beard"", ""a close-up photo of Marsh hawk's-beard"", ""a wild plant called Marsh hawk's-beard"", ""a photo of Crepis paludosa (Marsh hawk's-beard)"", ""a close-up photo of Crepis paludosa (Marsh hawk's-beard)"", ""a photo of Crepis paludosa, a plant in the family Asteraceae"", ""a close-up photo of Crepis paludosa, a plant in the family Asteraceae""]"
1374231,Erigeron alpinus,Alpine fleabane,10,"[""a photo of Erigeron alpinus"", ""a close-up photo of Erigeron alpinus"", ""a wild plant of species Erigeron alpinus"", ""a photo of Alpine fleabane"", ""a close-up photo of Alpine fleabane"", ""a wild plant called Alpine fleabane"", ""a photo of Erigeron alpinus (Alpine fleabane)"", ""a close-up photo of Erigeron alpinus (Alpine fleabane)"", ""a photo of Erigeron alpinus, a plant in the family Asteraceae"", ""a close-up photo of Erigeron alpinus, a plant in the family Asteraceae""]"
1398746,Moricandia moricandioides,,5,"[""a photo of Moricandia moricandioides"", ""a close-up photo of Moricandia moricandioides"", ""a wild plant of species Moricandia moricandioides"", ""a photo of Moricandia moricandioides, a plant in the family Brassicaceae"", ""a close-up photo of Moricandia moricandioides, a plant in the family Brassicaceae""]"
1361078,Carex pseudocyperus,Cyperus sedge,16,"[""a photo of Carex pseudocyperus"", ""a close-up photo of Carex pseudocyperus"", ""a wild plant of species Carex pseudocyperus"", ""a photo of Cyperus sedge"", ""a close-up photo of Cyperus sedge"", ""a wild plant called Cyperus sedge"", ""a photo of Cypress-like sedge"", ""a close-up photo of Cypress-like sedge"", ""a wild plant called Cypress-like sedge"", ""a photo of Hop sedge"", ""a close-up photo of Hop sedge"", ""a wild plant called Hop sedge"", ""a photo of Carex pseudocyperus (Cyperus sedge)"", ""a close-up photo of Carex pseudocyperus (Cyperus sedge)"", ""a photo of Carex pseudocyperus, a plant in the family Cyperaceae"", ""a close-up photo of Carex pseudocyperus, a plant in the family Cyperaceae""]"
1741808,Anemonoides baldensis,,5,"[""a photo of Anemonoides baldensis"", ""a close-up photo of Anemonoides baldensis"", ""a wild plant of species Anemonoides baldensis"", ""a photo of Anemonoides baldensis, a plant in the family Ranunculaceae"", ""a close-up photo of Anemonoides baldensis, a plant in the family Ranunculaceae""]"
1737422,Hedera hibernica,Atlantic ivy,10,"[""a photo of Hedera hibernica"", ""a close-up photo of Hedera hibernica"", ""a wild plant of species Hedera hibernica"", ""a photo of Atlantic ivy"", ""a close-up photo of Atlantic ivy"", ""a wild plant called Atlantic ivy"", ""a photo of Hedera hibernica (Atlantic ivy)"", ""a close-up photo of Hedera hibernica (Atlantic ivy)"", ""a photo of Hedera hibernica, a plant in the family Araliaceae"", ""a close-up photo of Hedera hibernica, a plant in the family Araliaceae""]"
1356089,Persicaria amphibia,Amphibious bistort,19,"[""a photo of Persicaria amphibia"", ""a close-up photo of Persicaria amphibia"", ""a wild plant of species Persicaria amphibia"", ""a photo of Amphibious bistort"", ""a close-up photo of Amphibious bistort"", ""a wild plant called Amphibious bistort"", ""a photo of Water knotweed"", ""a close-up photo of Water knotweed"", ""a wild plant called Water knotweed"", ""a photo of Water persicaria"", ""a close-up photo of Water persicaria"", ""a wild plant called Water persicaria"", ""a photo of Water smartweed"", ""a close-up photo of Water smartweed"", ""a wild plant called Water smartweed"", ""a photo of Persicaria amphibia (Amphibious bistort)"", ""a close-up photo of Persicaria amphibia (Amphibious bistort)"", ""a photo of Persicaria amphibia, a plant in the family Polygonaceae"", ""a close-up photo of Persicaria amphibia, a plant in the family Polygonaceae""]"
1355899,Ageratum conyzoides,"Ageratum, billy goat weed, blue ageratum, blue flowered groundsel, blue top, goat weed, mother brinkly, tropic ateratum, tropical whiteweed, white weed, winter weed",19,"[""a photo of Ageratum conyzoides"", ""a close-up photo of Ageratum conyzoides"", ""a wild plant of species Ageratum conyzoides"", ""a photo of Ageratum, billy goat weed, blue ageratum, blue flowered groundsel, blue top, goat weed, mother brinkly, tropic ateratum, tropical whiteweed, white weed, winter weed"", ""a close-up photo of Ageratum, billy goat weed, blue ageratum, blue flowered groundsel, blue top, goat weed, mother brinkly, tropic ateratum, tropical whiteweed, white weed, winter weed"", ""a wild plant called Ageratum, billy goat weed, blue ageratum, blue flowered groundsel, blue top, goat weed, mother brinkly, tropic ateratum, tropical whiteweed, white weed, winter weed"", ""a photo of Billygoat-weed, chick weed, goatweed, whiteweed"", ""a close-up photo of Billygoat-weed, chick weed, goatweed, whiteweed"", ""a wild plant called Billygoat-weed, chick weed, goatweed, whiteweed"", ""a photo of Tropical whiteweed"", ""a close-up photo of Tropical whiteweed"", ""a wild plant called Tropical whiteweed"", ""a photo of White cap"", ""a close-up photo of White cap"", ""a wild plant called White cap"", ""a photo of Ageratum conyzoides (Ageratum, billy goat weed, blue ageratum, blue flowered groundsel, blue top, goat weed, mother brinkly, tropic ateratum, tropical whiteweed, white weed, winter weed)"", ""a close-up photo of Ageratum conyzoides (Ageratum, billy goat weed, blue ageratum, blue flowered groundsel, blue top, goat weed, mother brinkly, tropic ateratum, tropical whiteweed, white weed, winter weed)"", ""a photo of Ageratum conyzoides, a plant in the family Asteraceae"", ""a close-up photo of Ageratum conyzoides, a plant in the family Asteraceae""]"
1391317,Coincya richeri,,5,"[""a photo of Coincya richeri"", ""a close-up photo of Coincya richeri"", ""a wild plant of species Coincya richeri"", ""a photo of Coincya richeri, a plant in the family Brassicaceae"", ""a close-up photo of Coincya richeri, a plant in the family Brassicaceae""]"
1358513,Erica terminalis,Corsican heath,10,"[""a photo of Erica terminalis"", ""a close-up photo of Erica terminalis"", ""a wild plant of species Erica terminalis"", ""a photo of Corsican heath"", ""a close-up photo of Corsican heath"", ""a wild plant called Corsican heath"", ""a photo of Erica terminalis (Corsican heath)"", ""a close-up photo of Erica terminalis (Corsican heath)"", ""a photo of Erica terminalis, a plant in the family Ericaceae"", ""a close-up photo of Erica terminalis, a plant in the family Ericaceae""]"
1391706,Dianthus pavonius,,5,"[""a photo of Dianthus pavonius"", ""a close-up photo of Dianthus pavonius"", ""a wild plant of species Dianthus pavonius"", ""a photo of Dianthus pavonius, a plant in the family Caryophyllaceae"", ""a close-up photo of Dianthus pavonius, a plant in the family Caryophyllaceae""]"
1361006,Asparagus maritimus,,5,"[""a photo of Asparagus maritimus"", ""a close-up photo of Asparagus maritimus"", ""a wild plant of species Asparagus maritimus"", ""a photo of Asparagus maritimus, a plant in the family Asparagaceae"", ""a close-up photo of Asparagus maritimus, a plant in the family Asparagaceae""]"
1741634,Neogaya simplex,,5,"[""a photo of Neogaya simplex"", ""a close-up photo of Neogaya simplex"", ""a wild plant of species Neogaya simplex"", ""a photo of Neogaya simplex, a plant in the family Apiaceae"", ""a close-up photo of Neogaya simplex, a plant in the family Apiaceae""]"
1356141,Cistanche phelypaea,,5,"[""a photo of Cistanche phelypaea"", ""a close-up photo of Cistanche phelypaea"", ""a wild plant of species Cistanche phelypaea"", ""a photo of Cistanche phelypaea, a plant in the family Orobanchaceae"", ""a close-up photo of Cistanche phelypaea, a plant in the family Orobanchaceae""]"
1363630,Oxalis purpurea,Purple woodsorrel,19,"[""a photo of Oxalis purpurea"", ""a close-up photo of Oxalis purpurea"", ""a wild plant of species Oxalis purpurea"", ""a photo of Purple woodsorrel"", ""a close-up photo of Purple woodsorrel"", ""a wild plant called Purple woodsorrel"", ""a photo of Large-flower oxalis"", ""a close-up photo of Large-flower oxalis"", ""a wild plant called Large-flower oxalis"", ""a photo of Large-flower wood-sorrel"", ""a close-up photo of Large-flower wood-sorrel"", ""a wild plant called Large-flower wood-sorrel"", ""a photo of Large-leaf wood-sorrel"", ""a close-up photo of Large-leaf wood-sorrel"", ""a wild plant called Large-leaf wood-sorrel"", ""a photo of Oxalis purpurea (Purple woodsorrel)"", ""a close-up photo of Oxalis purpurea (Purple woodsorrel)"", ""a photo of Oxalis purpurea, a plant in the family Oxalidaceae"", ""a close-up photo of Oxalis purpurea, a plant in the family Oxalidaceae""]"
1360582,Tamarix africana,African tamarisk,19,"[""a photo of Tamarix africana"", ""a close-up photo of Tamarix africana"", ""a wild plant of species Tamarix africana"", ""a photo of African tamarisk"", ""a close-up photo of African tamarisk"", ""a wild plant called African tamarisk"", ""a photo of Saltcedar"", ""a close-up photo of Saltcedar"", ""a wild plant called Saltcedar"", ""a photo of Tamarisk"", ""a close-up photo of Tamarisk"", ""a wild plant called Tamarisk"", ""a photo of Tamarix"", ""a close-up photo of Tamarix"", ""a wild plant called Tamarix"", ""a photo of Tamarix africana (African tamarisk)"", ""a close-up photo of Tamarix africana (African tamarisk)"", ""a photo of Tamarix africana, a plant in the family Tamaricaceae"", ""a close-up photo of Tamarix africana, a plant in the family Tamaricaceae""]"
1737497,Silene hampeana,Catchfly,13,"[""a photo of Silene hampeana"", ""a close-up photo of Silene hampeana"", ""a wild plant of species Silene hampeana"", ""a photo of Catchfly"", ""a close-up photo of Catchfly"", ""a wild plant called Catchfly"", ""a photo of Hampe's campion"", ""a close-up photo of Hampe's campion"", ""a wild plant called Hampe's campion"", ""a photo of Silene hampeana (Catchfly)"", ""a close-up photo of Silene hampeana (Catchfly)"", ""a photo of Silene hampeana, a plant in the family Caryophyllaceae"", ""a close-up photo of Silene hampeana, a plant in the family Caryophyllaceae""]"
1357509,Cirsium scabrum,Rough thistle,10,"[""a photo of Cirsium scabrum"", ""a close-up photo of Cirsium scabrum"", ""a wild plant of species Cirsium scabrum"", ""a photo of Rough thistle"", ""a close-up photo of Rough thistle"", ""a wild plant called Rough thistle"", ""a photo of Cirsium scabrum (Rough thistle)"", ""a close-up photo of Cirsium scabrum (Rough thistle)"", ""a photo of Cirsium scabrum, a plant in the family Asteraceae"", ""a close-up photo of Cirsium scabrum, a plant in the family Asteraceae""]"
1394551,Phyteuma ovatum,,5,"[""a photo of Phyteuma ovatum"", ""a close-up photo of Phyteuma ovatum"", ""a wild plant of species Phyteuma ovatum"", ""a photo of Phyteuma ovatum, a plant in the family Campanulaceae"", ""a close-up photo of Phyteuma ovatum, a plant in the family Campanulaceae""]"
1389249,Jacobaea leucophylla,,5,"[""a photo of Jacobaea leucophylla"", ""a close-up photo of Jacobaea leucophylla"", ""a wild plant of species Jacobaea leucophylla"", ""a photo of Jacobaea leucophylla, a plant in the family Asteraceae"", ""a close-up photo of Jacobaea leucophylla, a plant in the family Asteraceae""]"
1363266,Asparagus asparagoides,African asparagus fern,19,"[""a photo of Asparagus asparagoides"", ""a close-up photo of Asparagus asparagoides"", ""a wild plant of species Asparagus asparagoides"", ""a photo of African asparagus fern"", ""a close-up photo of African asparagus fern"", ""a wild plant called African asparagus fern"", ""a photo of Bridal-creeper"", ""a close-up photo of Bridal-creeper"", ""a wild plant called Bridal-creeper"", ""a photo of Bridal-veil-creeper"", ""a close-up photo of Bridal-veil-creeper"", ""a wild plant called Bridal-veil-creeper"", ""a photo of Gnarboola"", ""a close-up photo of Gnarboola"", ""a wild plant called Gnarboola"", ""a photo of Asparagus asparagoides (African asparagus fern)"", ""a close-up photo of Asparagus asparagoides (African asparagus fern)"", ""a photo of Asparagus asparagoides, a plant in the family Asparagaceae"", ""a close-up photo of Asparagus asparagoides, a plant in the family Asparagaceae""]"
1364179,Elatine triandra,Longstem waterwort,19,"[""a photo of Elatine triandra"", ""a close-up photo of Elatine triandra"", ""a wild plant of species Elatine triandra"", ""a photo of Longstem waterwort"", ""a close-up photo of Longstem waterwort"", ""a wild plant called Longstem waterwort"", ""a photo of Mudwort"", ""a close-up photo of Mudwort"", ""a wild plant called Mudwort"", ""a photo of Three-stamen waterwort"", ""a close-up photo of Three-stamen waterwort"", ""a wild plant called Three-stamen waterwort"", ""a photo of Long-stemmed waterwort"", ""a close-up photo of Long-stemmed waterwort"", ""a wild plant called Long-stemmed waterwort"", ""a photo of Elatine triandra (Longstem waterwort)"", ""a close-up photo of Elatine triandra (Longstem waterwort)"", ""a photo of Elatine triandra, a plant in the family Elatinaceae"", ""a close-up photo of Elatine triandra, a plant in the family Elatinaceae""]"
1398784,Vella spinosa,,5,"[""a photo of Vella spinosa"", ""a close-up photo of Vella spinosa"", ""a wild plant of species Vella spinosa"", ""a photo of Vella spinosa, a plant in the family Brassicaceae"", ""a close-up photo of Vella spinosa, a plant in the family Brassicaceae""]"
1744308,Lupinus gredensis,,5,"[""a photo of Lupinus gredensis"", ""a close-up photo of Lupinus gredensis"", ""a wild plant of species Lupinus gredensis"", ""a photo of Lupinus gredensis, a plant in the family Fabaceae"", ""a close-up photo of Lupinus gredensis, a plant in the family Fabaceae""]"
1394282,Androsace chamaejasme,Sweetflower rockjasmine,10,"[""a photo of Androsace chamaejasme"", ""a close-up photo of Androsace chamaejasme"", ""a wild plant of species Androsace chamaejasme"", ""a photo of Sweetflower rockjasmine"", ""a close-up photo of Sweetflower rockjasmine"", ""a wild plant called Sweetflower rockjasmine"", ""a photo of Androsace chamaejasme (Sweetflower rockjasmine)"", ""a close-up photo of Androsace chamaejasme (Sweetflower rockjasmine)"", ""a photo of Androsace chamaejasme, a plant in the family Primulaceae"", ""a close-up photo of Androsace chamaejasme, a plant in the family Primulaceae""]"
1360213,Ranunculus monspeliacus,,5,"[""a photo of Ranunculus monspeliacus"", ""a close-up photo of Ranunculus monspeliacus"", ""a wild plant of species Ranunculus monspeliacus"", ""a photo of Ranunculus monspeliacus, a plant in the family Ranunculaceae"", ""a close-up photo of Ranunculus monspeliacus, a plant in the family Ranunculaceae""]"
1394444,Pedicularis pyrenaica,,5,"[""a photo of Pedicularis pyrenaica"", ""a close-up photo of Pedicularis pyrenaica"", ""a wild plant of species Pedicularis pyrenaica"", ""a photo of Pedicularis pyrenaica, a plant in the family Orobanchaceae"", ""a close-up photo of Pedicularis pyrenaica, a plant in the family Orobanchaceae""]"
1418380,Humulus scandens,Japanese hop,13,"[""a photo of Humulus scandens"", ""a close-up photo of Humulus scandens"", ""a wild plant of species Humulus scandens"", ""a photo of Japanese hop"", ""a close-up photo of Japanese hop"", ""a wild plant called Japanese hop"", ""a photo of Wild hop"", ""a close-up photo of Wild hop"", ""a wild plant called Wild hop"", ""a photo of Humulus scandens (Japanese hop)"", ""a close-up photo of Humulus scandens (Japanese hop)"", ""a photo of Humulus scandens, a plant in the family Cannabaceae"", ""a close-up photo of Humulus scandens, a plant in the family Cannabaceae""]"
1397557,Romulea arnaudii,,5,"[""a photo of Romulea arnaudii"", ""a close-up photo of Romulea arnaudii"", ""a wild plant of species Romulea arnaudii"", ""a photo of Romulea arnaudii, a plant in the family Iridaceae"", ""a close-up photo of Romulea arnaudii, a plant in the family Iridaceae""]"
1392542,Gentiana burseri,,5,"[""a photo of Gentiana burseri"", ""a close-up photo of Gentiana burseri"", ""a wild plant of species Gentiana burseri"", ""a photo of Gentiana burseri, a plant in the family Gentianaceae"", ""a close-up photo of Gentiana burseri, a plant in the family Gentianaceae""]"
1392655,Goodyera repens,Creeping lady's-tresses [goodyera repens],16,"[""a photo of Goodyera repens"", ""a close-up photo of Goodyera repens"", ""a wild plant of species Goodyera repens"", ""a photo of Creeping lady's-tresses [goodyera repens]"", ""a close-up photo of Creeping lady's-tresses [goodyera repens]"", ""a wild plant called Creeping lady's-tresses [goodyera repens]"", ""a photo of Creeping ladys-tresses"", ""a close-up photo of Creeping ladys-tresses"", ""a wild plant called Creeping ladys-tresses"", ""a photo of Dwarf rattlesnake-plantain"", ""a close-up photo of Dwarf rattlesnake-plantain"", ""a wild plant called Dwarf rattlesnake-plantain"", ""a photo of Goodyera repens (Creeping lady's-tresses [goodyera repens])"", ""a close-up photo of Goodyera repens (Creeping lady's-tresses [goodyera repens])"", ""a photo of Goodyera repens, a plant in the family Orchidaceae"", ""a close-up photo of Goodyera repens, a plant in the family Orchidaceae""]"
1628822,Ophrys flavicans,,5,"[""a photo of Ophrys flavicans"", ""a close-up photo of Ophrys flavicans"", ""a wild plant of species Ophrys flavicans"", ""a photo of Ophrys flavicans, a plant in the family Orchidaceae"", ""a close-up photo of Ophrys flavicans, a plant in the family Orchidaceae""]"
1743393,Armeria pungens,,5,"[""a photo of Armeria pungens"", ""a close-up photo of Armeria pungens"", ""a wild plant of species Armeria pungens"", ""a photo of Armeria pungens, a plant in the family Plumbaginaceae"", ""a close-up photo of Armeria pungens, a plant in the family Plumbaginaceae""]"
1357538,Crepis micrantha,Hawk's-beard,10,"[""a photo of Crepis micrantha"", ""a close-up photo of Crepis micrantha"", ""a wild plant of species Crepis micrantha"", ""a photo of Hawk's-beard"", ""a close-up photo of Hawk's-beard"", ""a wild plant called Hawk's-beard"", ""a photo of Crepis micrantha (Hawk's-beard)"", ""a close-up photo of Crepis micrantha (Hawk's-beard)"", ""a photo of Crepis micrantha, a plant in the family Asteraceae"", ""a close-up photo of Crepis micrantha, a plant in the family Asteraceae""]"
1359980,Veronica peregrina,American speedwell,13,"[""a photo of Veronica peregrina"", ""a close-up photo of Veronica peregrina"", ""a wild plant of species Veronica peregrina"", ""a photo of American speedwell"", ""a close-up photo of American speedwell"", ""a wild plant called American speedwell"", ""a photo of Necklace weed"", ""a close-up photo of Necklace weed"", ""a wild plant called Necklace weed"", ""a photo of Veronica peregrina (American speedwell)"", ""a close-up photo of Veronica peregrina (American speedwell)"", ""a photo of Veronica peregrina, a plant in the family Plantaginaceae"", ""a close-up photo of Veronica peregrina, a plant in the family Plantaginaceae""]"
1411700,Daucus pusillus,American wild carrot,19,"[""a photo of Daucus pusillus"", ""a close-up photo of Daucus pusillus"", ""a wild plant of species Daucus pusillus"", ""a photo of American wild carrot"", ""a close-up photo of American wild carrot"", ""a wild plant called American wild carrot"", ""a photo of Rattle-snake weed"", ""a close-up photo of Rattle-snake weed"", ""a wild plant called Rattle-snake weed"", ""a photo of Rattle-snake-weed"", ""a close-up photo of Rattle-snake-weed"", ""a wild plant called Rattle-snake-weed"", ""a photo of Southwest wild carrot"", ""a close-up photo of Southwest wild carrot"", ""a wild plant called Southwest wild carrot"", ""a photo of Daucus pusillus (American wild carrot)"", ""a close-up photo of Daucus pusillus (American wild carrot)"", ""a photo of Daucus pusillus, a plant in the family Apiaceae"", ""a close-up photo of Daucus pusillus, a plant in the family Apiaceae""]"
1395990,Saxifraga hirculus,Marsh saxifrage,10,"[""a photo of Saxifraga hirculus"", ""a close-up photo of Saxifraga hirculus"", ""a wild plant of species Saxifraga hirculus"", ""a photo of Marsh saxifrage"", ""a close-up photo of Marsh saxifrage"", ""a wild plant called Marsh saxifrage"", ""a photo of Saxifraga hirculus (Marsh saxifrage)"", ""a close-up photo of Saxifraga hirculus (Marsh saxifrage)"", ""a photo of Saxifraga hirculus, a plant in the family Saxifragaceae"", ""a close-up photo of Saxifraga hirculus, a plant in the family Saxifragaceae""]"
1356835,Cerastium semidecandrum,Fivestamen chickweed,13,"[""a photo of Cerastium semidecandrum"", ""a close-up photo of Cerastium semidecandrum"", ""a wild plant of species Cerastium semidecandrum"", ""a photo of Fivestamen chickweed"", ""a close-up photo of Fivestamen chickweed"", ""a wild plant called Fivestamen chickweed"", ""a photo of Little mouse-ear"", ""a close-up photo of Little mouse-ear"", ""a wild plant called Little mouse-ear"", ""a photo of Cerastium semidecandrum (Fivestamen chickweed)"", ""a close-up photo of Cerastium semidecandrum (Fivestamen chickweed)"", ""a photo of Cerastium semidecandrum, a plant in the family Caryophyllaceae"", ""a close-up photo of Cerastium semidecandrum, a plant in the family Caryophyllaceae""]"
1672063,Cruciata glabra,,5,"[""a photo of Cruciata glabra"", ""a close-up photo of Cruciata glabra"", ""a wild plant of species Cruciata glabra"", ""a photo of Cruciata glabra, a plant in the family Rubiaceae"", ""a close-up photo of Cruciata glabra, a plant in the family Rubiaceae""]"
1360766,Oenanthe peucedanifolia,,5,"[""a photo of Oenanthe peucedanifolia"", ""a close-up photo of Oenanthe peucedanifolia"", ""a wild plant of species Oenanthe peucedanifolia"", ""a photo of Oenanthe peucedanifolia, a plant in the family Apiaceae"", ""a close-up photo of Oenanthe peucedanifolia, a plant in the family Apiaceae""]"
1359847,Antirrhinum siculum,,5,"[""a photo of Antirrhinum siculum"", ""a close-up photo of Antirrhinum siculum"", ""a wild plant of species Antirrhinum siculum"", ""a photo of Antirrhinum siculum, a plant in the family Plantaginaceae"", ""a close-up photo of Antirrhinum siculum, a plant in the family Plantaginaceae""]"
1363911,Hirschfeldia incana,Hoary cabbage,13,"[""a photo of Hirschfeldia incana"", ""a close-up photo of Hirschfeldia incana"", ""a wild plant of species Hirschfeldia incana"", ""a photo of Hoary cabbage"", ""a close-up photo of Hoary cabbage"", ""a wild plant called Hoary cabbage"", ""a photo of Hoary mustard"", ""a close-up photo of Hoary mustard"", ""a wild plant called Hoary mustard"", ""a photo of Hirschfeldia incana (Hoary cabbage)"", ""a close-up photo of Hirschfeldia incana (Hoary cabbage)"", ""a photo of Hirschfeldia incana, a plant in the family Brassicaceae"", ""a close-up photo of Hirschfeldia incana, a plant in the family Brassicaceae""]"
1363729,Medicago falcata,,5,"[""a photo of Medicago falcata"", ""a close-up photo of Medicago falcata"", ""a wild plant of species Medicago falcata"", ""a photo of Medicago falcata, a plant in the family Fabaceae"", ""a close-up photo of Medicago falcata, a plant in the family Fabaceae""]"
1393864,Muscari atlanticum,,5,"[""a photo of Muscari atlanticum"", ""a close-up photo of Muscari atlanticum"", ""a wild plant of species Muscari atlanticum"", ""a photo of Muscari atlanticum, a plant in the family Asparagaceae"", ""a close-up photo of Muscari atlanticum, a plant in the family Asparagaceae""]"
1376006,Manihot grahamii,Graham's manihot,10,"[""a photo of Manihot grahamii"", ""a close-up photo of Manihot grahamii"", ""a wild plant of species Manihot grahamii"", ""a photo of Graham's manihot"", ""a close-up photo of Graham's manihot"", ""a wild plant called Graham's manihot"", ""a photo of Manihot grahamii (Graham's manihot)"", ""a close-up photo of Manihot grahamii (Graham's manihot)"", ""a photo of Manihot grahamii, a plant in the family Euphorbiaceae"", ""a close-up photo of Manihot grahamii, a plant in the family Euphorbiaceae""]"
1391359,Coronilla vaginalis,,5,"[""a photo of Coronilla vaginalis"", ""a close-up photo of Coronilla vaginalis"", ""a wild plant of species Coronilla vaginalis"", ""a photo of Coronilla vaginalis, a plant in the family Fabaceae"", ""a close-up photo of Coronilla vaginalis, a plant in the family Fabaceae""]"
1545855,Euphorbia portlandica,Portland spurge,10,"[""a photo of Euphorbia portlandica"", ""a close-up photo of Euphorbia portlandica"", ""a wild plant of species Euphorbia portlandica"", ""a photo of Portland spurge"", ""a close-up photo of Portland spurge"", ""a wild plant called Portland spurge"", ""a photo of Euphorbia portlandica (Portland spurge)"", ""a close-up photo of Euphorbia portlandica (Portland spurge)"", ""a photo of Euphorbia portlandica, a plant in the family Euphorbiaceae"", ""a close-up photo of Euphorbia portlandica, a plant in the family Euphorbiaceae""]"
1722671,Cotula australis,Annual buttonweed,19,"[""a photo of Cotula australis"", ""a close-up photo of Cotula australis"", ""a wild plant of species Cotula australis"", ""a photo of Annual buttonweed"", ""a close-up photo of Annual buttonweed"", ""a wild plant called Annual buttonweed"", ""a photo of Australian brass-buttons"", ""a close-up photo of Australian brass-buttons"", ""a wild plant called Australian brass-buttons"", ""a photo of Australian water-buttons"", ""a close-up photo of Australian water-buttons"", ""a wild plant called Australian water-buttons"", ""a photo of Australian waterbuttons"", ""a close-up photo of Australian waterbuttons"", ""a wild plant called Australian waterbuttons"", ""a photo of Cotula australis (Annual buttonweed)"", ""a close-up photo of Cotula australis (Annual buttonweed)"", ""a photo of Cotula australis, a plant in the family Asteraceae"", ""a close-up photo of Cotula australis, a plant in the family Asteraceae""]"
1391494,Cyclamen balearicum,Majorca cyclamen,10,"[""a photo of Cyclamen balearicum"", ""a close-up photo of Cyclamen balearicum"", ""a wild plant of species Cyclamen balearicum"", ""a photo of Majorca cyclamen"", ""a close-up photo of Majorca cyclamen"", ""a wild plant called Majorca cyclamen"", ""a photo of Cyclamen balearicum (Majorca cyclamen)"", ""a close-up photo of Cyclamen balearicum (Majorca cyclamen)"", ""a photo of Cyclamen balearicum, a plant in the family Primulaceae"", ""a close-up photo of Cyclamen balearicum, a plant in the family Primulaceae""]"
1472010,Drimia pancration,,5,"[""a photo of Drimia pancration"", ""a close-up photo of Drimia pancration"", ""a wild plant of species Drimia pancration"", ""a photo of Drimia pancration, a plant in the family Asparagaceae"", ""a close-up photo of Drimia pancration, a plant in the family Asparagaceae""]"
